brapa_gene	arabidopsis_agi	identity_pct	evalue	bitscore
Bra035093	AT1G79120	80.8	3.85e-235	646
Bra035094	AT1G79130	66.9	2.27e-54	167
Bra035095	AT1G79150	79.8	0	1207
Bra035096	AT1G79160	73	1.44e-94	276
Bra035098	AT1G79200	77.8	2.12e-51	160
Bra035100	AT1G79220	71.6	3.21e-196	546
Bra035105	AT1G79280	68.4	0	2058
Bra035107	AT1G79320	84	1.49e-222	611
Bra035109	AT1G79340	87.5	6.04e-261	712
Bra035110	AT1G79350	88.7	0	2280
Bra035112	AT1G79380	85.8	1.2e-250	685
Bra035113	AT1G79390	88.9	2.09e-78	226
Bra035115	AT1G79410	79.5	1.07e-294	806
Bra035117	AT1G79420	94.7	1.2e-299	810
Bra035118	AT1G79430	94.1	7.1e-234	639
Bra035119	AT1G79440	93.4	0	961
Bra035120	AT1G79460	85	0	1306
Bra035121	AT1G79470	90.7	0	904
Bra035122	AT1G79480	63.3	1.01e-99	301
Bra035123	AT1G79520	89.3	4.86e-251	695
Bra035127	AT1G79580	89	9.54e-204	563
Bra035129	AT3G19184	68.7	1.85e-110	319
Bra035130	AT1G79610	87.5	0	884
Bra035131	AT1G79630	84.1	7.39e-297	810
Bra035132	AT1G79640	80	0	1020
Bra035133	AT1G79660	83	3.23e-51	155
Bra035134	AT1G79670	80.8	0	1186
Bra035137	AT1G79700	77.9	3.99e-164	458
Bra035138	AT1G79710	88.2	2.51e-316	859
Bra035143	AT1G80920	77.9	5.74e-82	238
Bra035145	AT1G80890	90.1	1.79e-31	104
Bra035147	AT1G80850	82.6	3.3e-173	484
Bra035151	AT1G80810	60.3	1.07e-245	703
Bra035152	AT1G80780	93.3	2.34e-187	514
Bra035154	AT1G80770	81.8	3.86e-269	737
Bra035156	AT1G80760	95.7	1.67e-197	542
Bra035158	AT1G80720	81.7	1.38e-144	403
Bra035159	AT1G80710	64.7	3.32e-230	644
Bra035160	AT1G80700	77	9.54e-95	275
Bra035161	AT1G80690	80.6	5.03e-127	358
Bra035162	AT1G80670	94.6	1.53e-224	614
Bra035163	AT1G80660	90.9	0	1691
Bra035165	AT1G80630	66.2	1.13e-262	729
Bra035166	AT1G80620	71.7	9.46e-180	506
Bra035167	AT1G80610	72.5	4.65e-84	247
Bra035168	AT1G80600	89.9	1.53e-291	793
Bra035170	AT1G80550	79.8	5.51e-208	580
Bra035181	AT1G80460	95.6	0	1008
Bra035182	AT1G80450	79.9	2.98e-93	268
Bra035183	AT1G80440	81.4	4.3e-219	601
Bra035184	AT1G80410	92.3	0	1577
Bra035185	AT1G80390	69	8.65e-55	169
Bra035189	AT1G80310	90.3	1.48e-275	752
Bra035190	AT1G80300	92.1	0	1105
Bra035198	AT1G80110	77	3.52e-145	406
Bra035199	AT1G80090	73.9	3.87e-175	489
Bra035201	AT1G80030	84.4	2.49e-279	766
Bra035202	AT1G79960	75.5	1.38e-128	367
Bra035205	AT1G79900	88.2	1.97e-191	527
Bra035207	AT4G11655	80.2	1.55e-45	145
Bra035210	AT1G74450	76.3	1.56e-205	570
Bra035212	AT4G11610	94.1	0	1896
Bra035213	AT4G11570	83.9	1.67e-216	595
Bra035217	AT4G11530	78.4	0	1055
Bra035218	AT4G11490	64.2	4.9e-277	771
Bra035220	AT4G11410	91.8	4.7e-210	575
Bra035227	AT4G11400	65.4	4.46e-262	728
Bra035228	AT4G23460	92	0	1585
Bra035232	AT4G11350	84.9	0	879
Bra035233	AT4G11330	91.6	2.69e-251	688
Bra035234	AT4G11300	75.4	8.92e-179	500
Bra035235	AT4G11290	87.1	3.28e-210	576
Bra035236	AT4G11280	90.1	0	906
Bra035238	AT4G11270	80.3	0	1485
Bra035240	AT4G11240	90.1	1.82e-225	614
Bra035241	AT1G66780	85.9	8.68e-290	791
Bra035247	AT4G11175	88.7	1.91e-88	253
Bra035249	AT4G11130	88.2	0	1978
Bra035251	AT4G11120	90.7	4.46e-245	670
Bra035252	AT4G11110	78.7	0	1504
Bra035255	AT4G11090	84.3	1.49e-280	763
Bra035256	AT4G11080	78.5	3.98e-181	512
Bra035257	AT4G11060	89.6	1.02e-127	357
Bra035258	AT4G11040	77.7	7.97e-152	426
Bra035259	AT4G11030	90.2	0	1239
Bra035262	AT4G10960	94.8	4.41e-247	671
Bra035263	AT4G10955	83.4	2.06e-219	602
Bra035264	AT4G10950	85.1	2.94e-254	694
Bra035265	AT4G10925	85.8	9.13e-144	400
Bra035269	AT4G10890	59.7	9.32e-95	288
Bra035270	AT4G10850	81.7	8.4e-140	392
Bra035271	AT5G49690	78.9	1.22e-272	746
Bra035273	AT4G10800	74.5	2.14e-127	362
Bra035279	AT4G10770	88.5	0	1385
Bra035280	AT4G10760	86.3	0	929
Bra035281	AT4G10750	82.9	4.48e-212	583
Bra035283	AT4G10720	60.9	9.37e-120	352
Bra035288	AT4G10650	85.6	1.54e-227	624
Bra035290	AT5G02860	70.5	2.57e-88	296
Bra035296	AT5G42150	88.3	3.47e-199	547
Bra035298	AT1G43170	93	3.5e-267	726
Bra035299	AT3G57790	87.4	8.15e-309	839
Bra035300	AT5G42450	80.3	7.91e-248	687
Bra035302	AT5G42490	60	0	1164
Bra035303	AT5G42570	87.6	2.17e-120	340
Bra035305	AT5G42610	78.6	3.17e-154	431
Bra035311	AT5G42630	72.8	4.32e-117	349
Bra035320	AT5G42650	82.4	7.4e-316	860
Bra035323	AT5G42655	81.7	1.14e-99	285
Bra035324	AT5G42700	69.9	3.87e-100	290
Bra035331	AT5G42750	79.9	3.72e-160	451
Bra035332	AT5G42790	90.3	1.14e-175	484
Bra035334	AT5G42830	85	1.47e-289	787
Bra035335	AT5G42960	85.8	3.93e-132	369
Bra035336	AT5G42970	93.2	2.91e-258	704
Bra035337	AT5G43000	74.9	3.21e-86	259
Bra035338	AT5G43010	97.7	1.3e-278	755
Bra035347	AT5G36890	90.2	0	944
Bra035348	AT5G36710	88.5	2.86e-109	310
Bra035349	AT5G36700	93.1	5.24e-238	649
Bra035350	AT5G36740	62	0	1049
Bra035354	AT5G36290	89.2	6.62e-171	474
Bra035359	AT5G36260	84.9	5.26e-302	822
Bra035360	AT5G36250	84.9	5.5e-255	700
Bra035363	AT5G36100	58.6	3.08e-92	275
Bra035364	AT5G35980	83.6	0	1535
Bra035365	AT5G35970	95.4	0	1536
Bra035366	AT5G35960	90.5	8.35e-261	712
Bra035375	AT5G35770	89.3	2.92e-246	674
Bra035380	AT4G04775	51.5	1.09e-19	80.1
Bra035381	AT5G35750	80.4	0	1809
Bra035382	AT5G35740	86.6	4.17e-77	223
Bra035384	AT5G35735	81.5	3.11e-245	671
Bra035385	AT5G35732	79.6	8.05e-48	147
Bra035386	AT5G35730	95.2	0	888
Bra035388	AT5G35700	93.3	0	1233
Bra035389	AT5G35690	72.5	1.37e-279	773
Bra035390	AT2G04520	93.8	6.84e-93	265
Bra035392	AT5G35630	92.3	5.54e-302	817
Bra035393	AT5G35620	87.6	9.09e-124	347
Bra035394	AT5G35580	75	1.27e-260	716
Bra035396	AT5G35570	88.7	0	1091
Bra035397	AT5G35560	86.8	0	1274
Bra035398	AT5G35460	91.7	9.28e-237	648
Bra035399	AT5G35520	52.9	3.08e-73	222
Bra035404	AT5G35430	77.7	0	1130
Bra035407	AT1G68560	88.6	0	1713
Bra035409	AT1G60030	89.6	0	969
Bra035413	AT1G59990	83.8	0	907
Bra035416	AT1G59900	95.1	8.65e-272	737
Bra035418	AT1G59890	74.9	0	1603
Bra035420	AT1G59850	73.6	6.38e-226	629
Bra035422	AT1G59820	94.8	0	2248
Bra035427	AT1G59750	94.1	0	1240
Bra035429	AT1G59740	91	0	1047
Bra035431	AT1G56550	82.1	1.48e-214	590
Bra035433	AT1G59610	94.3	0	1535
Bra035434	AT1G59600	81.2	2.15e-188	521
Bra035435	AT1G59590	84.6	3e-117	332
Bra035437	AT1G59580	94.9	7.43e-258	701
Bra035438	AT1G59520	92.3	5.88e-258	703
Bra035439	AT1G58983	91.6	1.11e-156	437
Bra035446	AT1G58360	88.6	0	881
Bra035451	AT1G58280	77.5	4.17e-171	476
Bra035455	AT1G58230	91.5	0	4732
Bra035458	AT1G58210	51.5	4.39e-68	212
Bra035459	AT1G58200	79.5	0	912
Bra035461	AT1G58180	87.2	1.36e-184	508
Bra035462	AT1G58120	85.5	1.3e-247	679
Bra035466	AT1G58080	90.3	2.79e-262	715
Bra035468	AT1G58025	59.6	8.89e-173	500
Bra035469	AT1G57990	81.9	4.57e-229	629
Bra035471	AT1G57680	87.3	2.41e-215	592
Bra035472	AT1G57700	80.2	0	1078
Bra035474	AT1G57790	69.1	1e-188	524
Bra035476	AT1G33170	88.3	0	1182
Bra035480	AT1G33050	53.2	7.17e-183	529
Bra035481	AT1G33030	81.9	1.33e-207	572
Bra035482	AT1G51990	65	8.32e-162	457
Bra035483	AT1G32361	71.9	5.79e-137	389
Bra035488	AT1G32510	77.5	3.49e-159	444
Bra035497	AT1G32710	79.8	1.47e-62	187
Bra035499	AT1G32750	83.4	0	2898
Bra035503	AT1G32810	72.5	2.06e-181	532
Bra035505	AT1G32920	77.8	2.53e-30	101
Bra035509	AT1G37140	55.9	1.47e-77	233
Bra035511	AT1G32230	77	4.4e-312	855
Bra035512	AT1G32200	86.3	2.2e-283	772
Bra035513	AT1G32170	91.6	3.66e-229	625
Bra035515	AT1G76065	88.3	1.89e-41	130
Bra035517	AT1G32050	85.2	1.27e-178	493
Bra035519	AT1G31910	89.9	0	892
Bra035520	AT1G31885	85.7	8.09e-198	545
Bra035521	AT1G31880	85.2	3.82e-215	590
Bra035524	AT5G35930	77.1	0	1454
Bra035525	AT5G35790	91	0	1028
Bra035527	AT5G35670	69.7	1.54e-156	448
Bra035528	AT5G35660	60.3	4.11e-15	72.4
Bra035532	AT5G35550	70.5	6.21e-96	281
Bra035535	AT2G06520	68.8	1.5e-39	128
Bra035537	AT5G35400	74.9	7.23e-239	658
Bra035538	AT5G35390	77.4	0	947
Bra035539	AT5G35380	79.1	0	1038
Bra035540	AT5G54830	95	2.45e-156	456
Bra035541	AT5G54870	91.9	0	997
Bra035542	AT5G54880	84.6	6.77e-84	251
Bra035543	AT5G54890	85.5	4.43e-210	578
Bra035544	AT3G02020	84.9	0	897
Bra035553	AT5G55100	67.6	1.11e-293	833
Bra035555	AT5G55125	89.6	6.84e-43	133
Bra035562	AT5G55190	97.7	8.81e-158	435
Bra035563	AT5G55220	84	3.37e-314	858
Bra035566	AT5G55290	94.3	2.92e-41	128
Bra035567	AT5G55300	81.8	0	1030
Bra035571	AT5G55370	72.6	4.74e-176	491
Bra035572	AT5G55390	71.8	0	1744
Bra035574	AT5G55450	67	5.33e-44	138
Bra035575	AT5G55507	54.7	1.62e-25	93.6
Bra035576	AT5G55520	62.9	3.54e-294	823
Bra035577	AT5G55560	87.2	9.65e-189	521
Bra035578	AT1G60700	71.4	8.49e-90	272
Bra035586	AT5G55700	89.8	0	970
Bra035588	AT5G55720	84.7	5.14e-253	690
Bra035591	AT5G55850	83.6	2.47e-38	123
Bra035594	AT5G55920	71.9	9.01e-253	711
Bra035596	AT5G55930	92.1	0	1436
Bra035598	AT5G55990	97.8	8.12e-161	443
Bra035602	AT5G56080	90	1.12e-214	587
Bra035603	AT5G56100	75	9.24e-32	109
Bra035605	AT5G56150	94.6	2.29e-106	299
Bra035607	AT5G56180	86	2.93e-301	818
Bra035608	AT5G56190	92.9	8.09e-305	826
Bra035611	AT5G56250	61.2	1.7e-288	811
Bra035614	AT5G56320	92.1	2.29e-176	486
Bra035616	AT1G32375	56.9	8.52e-151	434
Bra035617	AT5G50270	56.5	6.03e-138	399
Bra035620	AT5G56420	80.9	4.5e-256	700
Bra035622	AT5G56460	91.4	3.31e-265	722
Bra035625	AT5G56550	74.6	2.32e-53	167
Bra035627	AT5G56640	87.6	1.55e-201	553
Bra035628	AT4G29390	100	1.33e-38	121
Bra035629	AT5G56710	96.6	5.07e-78	225
Bra035636	AT5G56930	64.4	4.07e-245	692
Bra035637	AT5G56940	91.5	2.37e-84	242
Bra035639	AT5G56960	62.9	7.8e-158	455
Bra035640	AT5G56970	85.2	0	904
Bra035643	AT5G57010	81.7	2.15e-302	827
Bra035648	AT5G57090	90.4	0	1108
Bra035649	AT5G57110	92.9	0	1927
Bra035650	AT5G57120	71	6.33e-83	255
Bra035651	AT2G29080	87.4	0	1342
Bra035652	AT2G29070	84.8	5.65e-180	498
Bra035657	AT2G28990	74.4	0	1276
Bra035658	AT2G28950	92.3	1.11e-181	498
Bra035659	AT2G28930	88	2.16e-258	706
Bra035660	AT2G28920	82.8	3.61e-85	245
Bra035665	AT2G28830	78.4	1.71e-223	634
Bra035667	AT2G28810	73.7	1.48e-163	459
Bra035669	AT2G28800	83.2	1.5e-252	694
Bra035671	AT2G28780	85.9	0	1318
Bra035673	AT5G59970	100	3.04e-67	196
Bra035675	AT3G47170	59.7	5.14e-183	518
Bra035677	AT2G28720	83.4	1.36e-67	201
Bra035678	AT2G28710	87.5	2.3e-69	206
Bra035679	AT2G28680	95.5	7.78e-256	694
Bra035681	AT2G28660	76.3	8.41e-113	325
Bra035682	AT2G28640	76.6	0	890
Bra035683	AT2G28630	92.2	0	894
Bra035684	AT2G28625	79.1	3.92e-37	119
Bra035686	AT2G28620	91.7	0	1753
Bra035688	AT2G28610	81.6	1.65e-104	301
Bra035689	AT2G28605	77.7	5.14e-115	328
Bra035690	AT2G28570	56.4	4.13e-17	68.2
Bra035691	AT2G28560	90.5	4.56e-229	632
Bra035693	AT2G28520	92.2	0	1467
Bra035696	AT2G28510	67.6	3.32e-108	313
Bra035698	AT2G28500	81.1	5.22e-111	317
Bra035700	AT2G28440	75.4	2.25e-22	90.5
Bra035703	AT2G28400	76.2	1.07e-72	218
Bra035704	AT2G28380	76.2	4.67e-201	562
Bra035705	AT2G28370	93.9	3.03e-113	319
Bra035706	AT2G28360	84.2	0	1196
Bra035712	AT5G50820	86.4	7.08e-116	326
Bra035713	AT5G50830	57.7	1.14e-98	290
Bra035716	AT5G50860	85.1	0	970
Bra035719	AT5G50890	88.1	3.88e-245	671
Bra035720	AT4G32360	88.5	4.42e-298	830
Bra035721	AT5G51040	82.2	2.07e-112	318
Bra035722	AT5G51050	93.1	0	926
Bra035723	AT4G00650	59.9	1.72e-100	299
Bra035726	AT4G06634	81	2.51e-132	384
Bra035727	AT5G51150	92.3	0	953
Bra035728	AT5G51170	83.1	7.08e-172	476
Bra035731	AT5G51180	83.5	9.93e-219	600
Bra035732	AT5G51190	80.3	2.57e-117	332
Bra035733	AT5G51210	79.1	8.93e-64	191
Bra035734	AT5G51220	84.6	6.54e-171	473
Bra035740	AT3G20830	86.5	1.8e-247	677
Bra035741	AT3G20820	89.8	4.41e-113	333
Bra035742	AT3G20810	87.2	9.92e-276	750
Bra035743	AT3G20800	96.8	3.22e-218	595
Bra035744	AT3G20790	88.2	3.88e-228	624
Bra035745	AT3G20780	91.7	0	1199
Bra035756	AT3G20660	87.1	0	921
Bra035759	AT3G20650	97.3	1.88e-268	727
Bra035761	AT3G20640	80.6	3.12e-223	620
Bra035762	AT3G20630	90.8	0	1487
Bra035773	AT3G20540	81.1	0	1642
Bra035774	AT3G20520	71.2	0	983
Bra035776	AT3G20500	89.8	1.81e-306	829
Bra035777	AT3G20475	85.5	0	1417
Bra035778	AT3G20470	87.8	2.22e-19	80.5
Bra035779	AT3G20460	71.4	8.97e-236	652
Bra035781	AT3G20450	88	4.33e-53	162
Bra035782	AT3G20440	89.9	0	1679
Bra035783	AT3G20430	74.3	1.01e-110	319
Bra035784	AT3G20420	76.2	1.97e-178	499
Bra035785	AT3G20395	72.9	5.68e-69	206
Bra035786	AT3G20390	91	4.59e-111	317
Bra035788	AT3G20350	72.2	3.72e-271	758
Bra035791	AT3G20320	92.7	1.99e-246	689
Bra035793	AT3G20300	92.3	1.64e-299	813
Bra035794	AT3G20290	89.8	0	962
Bra035795	AT3G20280	62.1	3.28e-272	766
Bra035797	AT3G20270	68.6	1.78e-215	611
Bra035799	AT3G20260	84.9	1.87e-226	626
Bra035800	AT3G20250	81.9	0	1105
Bra035801	AT3G20240	90.2	7.96e-229	625
Bra035802	AT3G20230	92	8.57e-119	333
Bra035803	AT3G20220	87.3	3.7e-68	200
Bra035804	AT3G20210	75.8	9.96e-257	706
Bra035805	AT3G20200	84.9	0	1208
Bra035808	AT3G20160	77.9	1.08e-184	513
Bra035813	AT3G20140	74.1	2.21e-265	736
Bra035814	AT4G15350	68.8	4.73e-230	641
Bra035817	AT3G20070	55.7	1.03e-83	252
Bra035818	AT3G20100	68.8	1.49e-247	686
Bra035819	AT3G20060	94.5	4.16e-125	349
Bra035821	AT3G20040	87.9	1.43e-312	850
Bra035822	AT3G20020	88.7	2.73e-266	727
Bra035823	AT3G20015	97.4	4.37e-253	691
Bra035824	AT3G20010	64.7	0	1260
Bra035829	AT3G19990	88.7	2.09e-284	773
Bra035834	AT3G19960	87.1	0	1970
Bra035837	AT5G63550	77.3	9.38e-163	473
Bra035838	AT5G63540	69.7	1.79e-296	822
Bra035839	AT5G63530	73.5	2.07e-113	333
Bra035840	AT5G63510	86	1.56e-136	385
Bra035843	AT5G63460	79.8	8.4e-76	223
Bra035846	AT5G63410	91.3	8.11997e-320	884
Bra035847	AT5G63400	92.5	2.64e-163	451
Bra035848	AT5G63320	68	3.95e-259	762
Bra035849	AT5G63290	85.6	4.56e-306	832
Bra035851	AT5G63200	88.7	0	1017
Bra035853	AT5G63140	82.6	6.97e-238	651
Bra035857	AT5G63120	89.6	0	1015
Bra035858	AT5G63110	92	0	902
Bra035859	AT5G63100	78.9	3.45e-184	510
Bra035861	AT5G63080	68.2	2.53e-223	620
Bra035862	AT5G63070	88.5	4.24e-96	274
Bra035863	AT5G63085	63.2	2.38e-24	86.3
Bra035864	AT5G63060	85.9	3.35e-160	444
Bra035866	AT5G63040	73.8	6.33e-157	444
Bra035867	AT5G63030	94.4	4.4e-84	241
Bra035869	AT5G62990	80.6	2.95e-272	747
Bra035875	AT5G62890	98.1	0	1045
Bra035876	AT3G48050	53.9	0	1438
Bra035879	AT5G62850	87.5	1.26e-155	431
Bra035881	AT5G62790	90.8	0	876
Bra035883	AT5G62720	78.3	1.17e-130	369
Bra035884	AT5G62710	87.5	1.41e-316	868
Bra035890	AT5G62560	79.3	2.4e-276	763
Bra035895	AT3G47370	95.9	1.09e-78	227
Bra035897	AT5G62360	84.8	3.27e-88	257
Bra035899	AT5G62260	68.1	4.14e-155	442
Bra035902	AT5G62200	78.1	1.83e-100	287
Bra035904	AT5G62180	78.5	2.01e-191	529
Bra035911	AT5G61930	83.1	1.77e-240	659
Bra035913	AT5G61790	94.4	1.78e-248	690
Bra035915	AT5G61760	80.5	2.39e-167	464
Bra035916	AT5G61670	91.2	1.27e-174	484
Bra035917	AT5G61660	76.3	7.04e-11	55.8
Bra035919	AT5G61590	87.8	1.5e-110	314
Bra035926	AT5G61510	95.4	5.8e-225	617
Bra035930	AT5G61412	94.3	8.5e-18	69.7
Bra035931	AT5G61400	68.6	5.44e-84	276
Bra035932	AT5G61390	78.4	9.7e-260	714
Bra035934	AT5G61350	89	0	1465
Bra035935	AT5G61340	81.4	1.17e-172	482
Bra035937	AT5G61240	72.5	1.18e-87	265
Bra035940	AT5G61150	78.5	1.21e-236	667
Bra035944	AT5G61030	87.1	1.89e-65	206
Bra035945	AT5G61000	90.3	0	1107
Bra035957	AT5G60830	73.5	6.63e-80	236
Bra035958	AT5G23080	81.8	0	1272
Bra035959	AT5G23090	94.7	1.76e-95	273
Bra035961	AT5G43130	78.5	0	1160
Bra035963	AT5G43210	77.6	5.47e-88	254
Bra035967	AT5G43300	80.8	9.03e-208	573
Bra035974	AT5G43320	94	0	873
Bra035977	AT5G43360	94.6	0	985
Bra035982	AT5G43500	73.6	8.3e-316	865
Bra035984	AT5G43710	81.5	0	996
Bra035985	AT5G43720	76.3	3.19e-138	395
Bra035988	AT5G43745	84.9	0	1344
Bra035989	AT5G43750	84.3	3.83e-132	370
Bra035990	AT2G33130	60.2	2.46e-35	116
Bra035993	AT5G43840	71.8	1.85e-129	368
Bra035994	AT5G43850	88.8	2.59e-131	365
Bra036000	AT5G43860	85.3	1.31e-199	549
Bra036001	AT5G43870	86.1	1.09e-253	697
Bra036003	AT5G43950	79	0	978
Bra036015	AT5G44190	82	8.36e-216	595
Bra036016	AT5G44210	69	1.35e-87	255
Bra036017	AT5G44265	78.9	1.64e-24	90.1
Bra036020	AT5G44300	88.6	1.09e-72	211
Bra036023	AT2G43465	64.8	2.37e-42	144
Bra036025	AT3G49760	67.1	7.08e-58	178
Bra036034	AT3G49845	63.9	3.65e-15	65.5
Bra036036	AT3G49880	88.7	0	872
Bra036037	AT3G49900	79.3	7.8e-245	677
Bra036038	AT3G49910	97.9	1.89e-95	271
Bra036040	AT3G49940	78.8	8.49e-134	376
Bra036041	AT3G49950	82.6	3.35e-245	672
Bra036042	AT2G25240	76.3	6.97e-209	578
Bra036044	AT3G50000	87.9	4.87e-254	693
Bra036055	AT3G50100	79.7	4.49e-232	639
Bra036058	AT3G50210	90.1	8.41e-232	631
Bra036059	AT3G50220	91	1.35e-212	582
Bra036060	AT3G50240	85.5	0	1611
Bra036061	AT3G50260	80.1	3.22e-79	231
Bra036069	AT3G50270	74.1	1.47e-243	671
Bra036072	AT3G50340	91.6	1.63e-262	715
Bra036073	AT3G50350	80.6	2.7e-65	197
Bra036074	AT3G50370	63.3	0	2007
Bra036080	AT3G50390	79.3	4.97e-214	597
Bra036081	AT5G63250	72	1.2e-49	154
Bra036083	AT3G50470	73.7	1.14e-96	280
Bra036089	AT3G50530	88.6	0	1075
Bra036091	AT3G50570	68.2	2.88e-69	211
Bra036092	AT3G50590	88.7	0	2722
Bra036093	AT3G50610	74.8	1.61e-118	337
Bra036094	AT3G50620	87.4	2.03e-215	590
Bra036096	AT3G50640	71.5	1.84e-75	222
Bra036097	AT3G50660	90.1	0	899
Bra036098	AT3G50700	76.8	4.49e-223	619
Bra036102	AT5G27290	88.3	1.04e-209	576
Bra036105	AT5G27230	56.4	4.61e-297	842
Bra036107	AT5G27220	60	1.7e-187	579
Bra036108	AT5G27210	84.9	7.04e-191	525
Bra036109	AT5G27200	83.1	3.88e-67	199
Bra036110	AT5G27150	92.6	0	983
Bra036113	AT5G27990	58	1.15e-65	200
Bra036115	AT5G28030	90.1	2.49e-208	571
Bra036121	AT5G30490	79	3.91e-111	318
Bra036122	AT5G30495	73.8	1.53e-92	268
Bra036123	AT5G29000	76.6	3.43e-191	535
Bra036127	AT5G28830	77	1.91e-164	460
Bra036128	AT5G28750	88.4	9.55e-72	211
Bra036132	AT5G28610	78.5	1.91e-33	113
Bra036134	AT5G28490	84.9	1.46e-114	323
Bra036135	AT5G49550	86.4	7.71e-47	147
Bra036136	AT3G04320	58.6	4.08e-73	220
Bra036137	AT5G49540	91.8	9.17e-64	197
Bra036139	AT5G49510	93.8	1.78e-124	348
Bra036140	AT5G49480	77.4	9.68e-82	238
Bra036141	AT5G49470	72.3	0	1060
Bra036142	AT5G49460	98.7	0	1179
Bra036144	AT5G49340	81.4	6.15e-277	756
Bra036147	AT5G49270	87.4	0	1172
Bra036150	AT4G25710	51.2	4.74e-107	319
Bra036153	AT5G48970	94	1.57e-234	639
Bra036154	AT5G48940	92	2.79e-268	786
Bra036161	AT5G48760	95.6	4.73e-141	391
Bra036163	AT5G48657	71.6	1.61e-95	280
Bra036169	AT5G48470	87.9	7.43e-247	675
Bra036170	AT5G48460	92.5	0	1180
Bra036172	AT5G48430	76.2	9.39e-231	635
Bra036173	AT3G01880	66.1	6.24e-290	799
Bra036174	AT5G48400	73.8	0	1203
Bra036177	AT5G48370	91.8	8.49e-276	751
Bra036179	AT5G03780	52.2	9.44e-123	362
Bra036181	AT5G48240	66.6	8.04e-143	406
Bra036184	AT5G48160	75.3	5.67e-293	806
Bra036192	AT5G47850	69.6	0	957
Bra036194	AT5G47820	91.2	0	1781
Bra036199	AT3G30340	83.2	2.22e-176	495
Bra036201	AT3G30260	81.5	4.62e-130	367
Bra036202	AT3G30210	73.6	1.96e-140	395
Bra036205	AT3G29760	80	1.49e-136	398
Bra036208	AT3G29590	84.9	1.11e-284	775
Bra036213	AT3G29385	61.6	1.22e-85	253
Bra036218	AT3G29100	92.3	6.73e-137	382
Bra036221	AT3G29070	80.6	2.71e-115	327
Bra036223	AT3G29035	70	2.56e-164	460
Bra036225	AT3G29030	91	7.12e-174	478
Bra036226	AT4G03010	86.6	9.86e-189	528
Bra036227	AT4G03000	65	6.5e-298	834
Bra036228	AT4G02990	81.5	5.61e-162	471
Bra036229	AT4G02980	91.4	3.92e-136	378
Bra036233	AT4G02940	74.2	1.28e-293	809
Bra036236	AT2G26970	78.4	1.39e-119	338
Bra036238	AT4G02810	56.9	6.79e-91	271
Bra036239	AT4G02780	83.8	0	1347
Bra036240	AT4G02770	90.4	5.39e-132	372
Bra036241	AT4G02760	66.5	2.68e-182	518
Bra036243	AT4G02725	74.2	9.24e-60	181
Bra036246	AT4G02720	72.3	1.75e-100	303
Bra036247	AT4G02715	63.8	1.31e-67	204
Bra036248	AT4G02710	59.1	0	1066
Bra036249	AT4G02700	86.1	0	1063
Bra036250	AT4G02650	79.3	3.6e-297	820
Bra036251	AT4G02640	71.7	6.99e-184	516
Bra036252	AT4G02630	84.4	3.75e-281	769
Bra036254	AT4G02610	92	1.86e-177	489
Bra036255	AT4G02600	85	4.26e-317	863
Bra036257	AT4G02570	95.5	0	1406
Bra036258	AT4G02530	83.6	1.14e-110	317
Bra036260	AT2G02930	90.6	1.57e-140	390
Bra036261	AT4G02510	80.4	0	1646
Bra036262	AT4G02500	93.7	0	908
Bra036263	AT4G02485	85.2	2.48e-135	378
Bra036266	AT4G02440	64.5	5.77e-179	501
Bra036267	AT4G02430	91.6	8.31e-122	350
Bra036270	AT1G54385	81	2.45e-265	735
Bra036273	AT4G02360	86.5	1.22e-87	252
Bra036276	AT4G02340	91.5	1.81e-229	624
Bra036278	AT4G02330	91.4	0	989
Bra036279	AT4G02320	73.9	4.5e-267	736
Bra036280	AT4G02300	67.7	5.01e-250	694
Bra036282	AT4G02280	93.8	0	1541
Bra036283	AT4G02260	89.6	0	1581
Bra036284	AT4G02250	77.2	1.49e-89	258
Bra036286	AT4G02220	86.4	7.41e-264	719
Bra036287	AT4G02195	89.7	1.15e-174	484
Bra036288	AT4G01930	66.9	7.29e-316	908
Bra036290	AT4G02160	75.3	3.78e-81	238
Bra036291	AT4G02140	80.4	7.26e-52	158
Bra036295	AT4G02075	76.6	5.42e-94	273
Bra036299	AT4G02030	82.3	0	1221
Bra036300	AT4G02020	72.9	0	1172
Bra036301	AT4G01970	84.2	0	1536
Bra036302	AT4G01960	72.9	5.23e-70	214
Bra036309	AT4G01883	83.2	8.68e-109	310
Bra036310	AT4G01860	83.7	0	2181
Bra036312	AT4G01840	77.6	1.39e-210	583
Bra036313	AT4G01810	90.9	0	1580
Bra036315	AT4G01720	81	1.11e-239	664
Bra036316	AT4G01700	86.4	2.46e-184	507
Bra036317	AT4G01680	85.8	2.43e-213	585
Bra036318	AT4G01670	80.8	2.92e-111	319
Bra036319	AT4G01660	82.9	0	969
Bra036321	AT4G01610	87.6	5.98e-243	662
Bra036322	AT4G01600	78.6	5.28e-122	345
Bra036324	AT4G01570	75.2	2.41e-246	705
Bra036325	AT4G01560	87.7	8.14e-219	600
Bra036329	AT1G44960	87.1	6.48e-156	433
Bra036330	AT1G44970	89.6	1.05e-230	630
Bra036333	AT1G45110	92	2.22e-206	568
Bra036334	AT1G45130	91.7	0	1418
Bra036339	AT1G45201	80	7.29e-295	804
Bra036345	AT3G26200	92.8	0	945
